temperature,temp_excursion_magnitude,excursion_duration_min,humidity,delay_minutes,remaining_transit_min,cargo_sensitivity,route_risk,traffic_level,handling_events,refrigeration_condition,distance_km,cargo_type_encoded,spoilage_event
-15.95,0.0,0.0,62.5,14.9,124.4,3,0.316,1,0,1,421.7,0,1
2.1,0.0,0.0,53.2,72.2,65.0,3,0.296,1,0,1,374.3,2,1
5.08,0.0,0.0,78.1,67.5,237.4,3,0.669,1,0,1,548.1,2,1
2.87,0.0,0.0,64.1,37.5,215.8,2,0.402,2,0,1,458.5,3,1
3.83,0.0,0.0,80.9,13.2,150.1,3,0.292,2,1,2,268.4,2,1
6.09,0.0,0.0,62.1,4.9,231.1,2,0.05,2,0,1,398.3,4,0
3.05,0.0,0.0,64.6,163.4,169.6,3,0.115,3,0,2,524.3,2,1
-16.23,0.0,0.0,56.6,46.8,230.8,3,0.512,1,0,1,241.1,0,1
-16.12,0.0,0.0,64.9,124.3,51.3,3,0.277,1,1,1,57.6,0,1
-2.29,1.38,9.9,75.7,15.4,65.7,2,0.265,2,1,1,394.5,4,1
-14.52,0.48,4.8,58.8,60.7,214.2,3,0.477,2,0,1,64.3,0,1
-2.62,1.57,9.0,72.8,1.1,109.5,2,0.403,2,4,1,565.6,4,1
3.46,0.0,0.0,52.8,23.5,98.5,3,0.261,3,0,1,142.5,1,1
-14.94,0.06,0.0,76.4,37.3,184.7,3,0.257,1,1,1,255.8,0,1
4.21,0.0,0.0,56.3,3.6,156.8,3,0.292,2,0,1,570.5,1,1
-1.17,1.3,17.5,77.8,4.4,92.4,2,0.199,3,2,1,94.0,3,0
2.27,0.0,0.0,65.9,44.5,104.5,3,0.222,2,0,1,52.4,2,1
5.07,1.07,10.3,87.8,173.9,106.9,2,0.176,2,4,1,107.0,3,1
-2.3,1.98,23.4,47.7,32.1,43.4,2,0.327,1,1,1,592.3,3,1
7.82,0.0,0.0,42.9,5.8,66.6,3,0.34,1,1,1,584.5,2,0
2.36,0.0,0.0,55.8,69.7,135.9,2,0.05,1,1,2,261.5,3,0
2.02,0.0,0.0,44.2,13.0,190.9,2,0.688,2,0,1,458.6,4,0
3.54,0.0,0.0,44.3,9.1,109.3,3,0.303,2,0,1,454.8,2,1
-20.04,0.03,0.0,74.3,143.3,101.3,3,0.347,3,3,2,104.9,0,1
7.17,0.0,0.0,64.9,116.9,161.4,3,0.138,2,2,1,179.3,2,1
6.83,0.0,0.0,57.8,96.9,50.4,2,0.57,1,0,2,538.9,4,0
0.7,0.78,19.6,59.2,103.9,100.7,3,0.372,3,0,2,141.1,1,1
3.99,0.0,0.0,56.0,53.8,61.8,2,0.421,1,0,2,336.5,4,1
2.84,0.0,0.0,89.8,9.7,161.6,3,0.254,2,2,2,184.3,2,0
5.73,1.73,42.0,54.0,49.6,40.3,2,0.495,1,1,1,356.7,3,1
1.62,0.23,3.0,45.2,143.5,115.8,3,0.21,3,1,1,158.1,1,1
9.01,0.0,0.0,76.9,164.3,149.1,2,0.815,3,0,1,168.7,4,1
-17.58,0.0,0.0,61.8,46.4,202.6,3,0.081,1,3,1,75.7,0,1
2.1,0.0,0.0,95.6,58.6,178.0,3,0.206,2,0,1,594.6,1,1
3.31,0.0,0.0,57.1,6.4,227.1,3,0.079,2,0,1,112.2,2,0
3.0,0.0,0.0,77.7,37.3,168.0,3,0.448,1,4,3,278.6,2,1
1.81,0.11,3.4,81.2,171.2,93.6,3,0.339,1,1,1,279.7,2,1
-17.26,0.0,0.0,57.2,9.5,67.1,3,0.316,2,1,1,217.0,0,0
1.93,0.04,0.0,53.9,17.8,27.7,3,0.435,1,2,1,486.7,1,0
-22.95,1.77,20.0,76.1,84.5,77.5,3,0.372,1,0,1,235.7,0,1
4.05,0.0,0.0,73.6,16.1,45.8,3,0.354,3,0,1,394.0,2,1
0.49,0.9,13.6,43.8,45.8,98.1,3,0.517,2,0,1,348.7,1,1
3.12,0.0,0.0,48.1,27.3,173.1,3,0.092,1,0,3,525.2,2,1
2.73,0.0,0.0,30.0,5.9,170.7,3,0.501,3,1,1,500.7,2,1
0.32,0.41,2.8,73.9,10.7,86.6,2,0.314,3,1,1,169.9,3,1
10.0,2.0,11.3,61.1,3.0,129.4,3,0.648,3,0,1,462.6,2,1
2.64,0.0,0.0,62.6,14.2,63.8,2,0.572,2,2,1,485.9,3,0
5.61,0.0,0.0,39.6,15.0,128.2,3,0.35,1,0,1,555.6,2,0
-1.94,1.76,8.3,48.5,57.3,129.8,2,0.125,1,0,1,579.8,3,1
0.87,0.08,0.0,57.8,4.5,82.8,2,0.116,3,0,1,455.3,3,1
5.54,0.0,0.0,54.9,96.1,73.4,3,0.112,3,2,1,297.5,1,1
2.44,0.0,0.0,66.8,1.2,235.4,3,0.549,2,0,2,211.1,1,0
4.77,0.77,21.3,73.8,28.1,135.9,2,0.464,2,4,2,525.6,3,1
1.99,0.0,0.0,98.0,63.2,141.5,3,0.197,1,2,1,553.6,1,1
4.28,0.0,0.0,64.7,2.6,16.8,3,0.261,2,2,1,103.7,2,1
-18.97,0.0,0.0,81.7,53.1,55.9,3,0.208,1,2,2,354.9,0,1
5.41,0.0,0.0,52.6,83.9,95.2,3,0.286,2,1,1,121.1,2,1
3.4,0.0,0.0,39.9,47.5,232.3,3,0.56,2,3,1,188.4,2,1
1.82,0.0,0.0,59.7,7.8,54.4,2,0.241,3,1,1,260.8,3,1
4.41,0.0,0.0,41.0,164.5,83.2,3,0.251,2,0,1,221.1,2,1
3.16,0.0,0.0,65.2,58.9,237.8,3,0.061,2,0,3,443.8,1,1
6.21,0.0,0.0,53.3,26.3,123.2,2,0.598,1,2,1,93.4,4,0
5.6,0.0,0.0,35.7,11.5,86.6,3,0.362,1,0,1,387.6,2,1
4.78,0.0,0.0,91.0,5.8,157.7,2,0.334,1,2,1,369.8,4,1
1.42,0.0,0.0,56.9,103.9,126.7,2,0.551,1,5,1,483.0,3,1
6.99,0.0,0.0,40.4,44.0,230.4,3,0.459,1,0,2,103.2,2,1
4.41,0.0,0.0,78.5,2.3,33.7,2,0.167,1,0,1,232.9,4,0
-18.27,0.0,0.0,54.1,40.6,192.9,3,0.211,2,0,2,433.4,0,1
5.26,0.0,0.0,81.4,86.1,77.8,2,0.27,2,0,1,441.4,4,1
9.24,0.0,0.0,54.0,6.1,196.5,2,0.085,2,1,2,297.3,4,0
1.65,0.21,1.1,56.9,11.6,205.7,3,0.35,3,0,2,304.0,2,1
4.42,0.42,4.6,70.2,44.2,206.1,2,0.591,1,0,1,580.7,3,1
0.27,1.04,7.0,73.9,51.1,210.0,3,0.095,1,1,2,229.4,2,1
5.54,0.0,0.0,76.5,27.3,176.6,3,0.51,1,0,1,132.6,1,1
6.44,2.44,19.4,63.7,74.0,47.0,2,0.349,1,0,1,574.1,3,1
6.22,0.0,0.0,72.9,12.3,26.7,3,0.347,2,0,1,495.3,1,0
5.43,0.0,0.0,76.2,17.3,91.7,3,0.3,3,2,1,180.4,1,0
3.6,0.0,0.0,68.0,33.2,126.4,3,0.54,1,0,3,521.5,2,1
5.08,0.0,0.0,62.9,50.1,83.1,2,0.223,2,0,2,188.8,4,1
4.37,0.0,0.0,43.3,48.5,182.0,3,0.304,1,0,1,505.1,1,0
3.04,0.0,0.0,74.0,166.5,177.5,3,0.429,1,1,3,395.7,2,1
-18.22,0.0,0.0,65.6,48.3,233.7,3,0.131,3,2,1,315.4,0,1
-17.0,0.0,0.0,58.8,175.2,105.1,3,0.389,2,0,1,560.4,0,1
-19.42,0.0,0.0,84.2,0.3,191.8,3,0.711,2,1,2,495.2,0,1
-19.52,0.0,0.0,43.6,43.1,181.8,3,0.192,3,1,1,121.5,0,1
1.6,0.0,0.0,89.7,53.1,237.5,2,0.45,2,3,2,438.1,4,1
5.98,0.0,0.0,64.7,46.6,189.1,2,0.274,1,1,1,484.2,4,1
6.36,0.0,0.0,69.8,1.1,78.8,2,0.112,2,1,1,347.6,4,1
-16.92,0.0,0.0,59.1,68.8,18.4,3,0.544,2,0,1,201.8,0,1
-15.09,0.0,0.0,40.0,132.7,232.8,3,0.268,2,0,1,179.0,0,1
5.22,0.0,0.0,62.9,156.6,176.1,3,0.117,2,3,1,585.8,1,1
5.98,0.0,0.0,70.0,91.1,197.8,3,0.53,2,0,1,290.2,2,1
5.76,0.0,0.0,75.1,9.2,193.5,3,0.693,1,0,1,335.4,1,1
4.77,0.0,0.0,62.0,52.7,180.5,3,0.627,2,1,2,379.0,2,1
-18.83,0.0,0.0,32.1,26.9,184.1,3,0.289,1,3,1,105.3,0,0
8.04,4.04,30.7,41.9,108.9,224.1,2,0.341,1,0,1,94.7,3,1
3.87,0.0,0.0,95.8,8.3,220.7,3,0.501,2,3,1,159.0,1,1
-19.16,0.0,0.0,48.6,14.3,100.3,3,0.403,2,0,1,85.9,0,0
3.59,0.0,0.0,86.4,37.0,22.0,2,0.431,3,2,1,544.2,3,0
5.63,0.0,0.0,51.0,6.6,23.7,2,0.148,2,3,1,131.4,4,0
-21.01,0.61,7.9,62.3,141.9,115.5,3,0.227,2,2,1,174.6,0,1
7.81,0.0,0.0,74.4,5.0,202.9,3,0.273,1,3,3,345.5,2,1
4.76,0.0,0.0,52.7,18.6,205.7,2,0.072,2,4,1,542.9,4,0
-0.28,0.77,12.7,88.9,170.7,106.0,2,0.343,1,3,1,77.0,3,1
7.97,0.0,0.0,66.1,52.7,82.9,2,0.287,2,1,2,168.8,4,1
6.56,0.0,0.0,71.9,14.0,129.0,3,0.575,2,0,1,444.5,2,0
1.84,0.1,0.0,61.0,9.5,202.3,3,0.718,1,0,1,335.5,1,1
6.94,2.94,15.5,74.9,9.4,158.2,2,0.19,3,0,1,377.0,3,1
-15.85,0.0,0.0,88.7,5.9,46.5,3,0.43,2,1,1,59.3,0,0
4.97,0.0,0.0,63.0,29.7,96.5,3,0.158,2,0,2,526.7,1,1
6.48,2.48,43.8,90.9,34.7,140.0,2,0.266,2,4,1,368.3,3,1
2.9,0.0,0.0,55.8,2.2,136.1,2,0.285,2,0,2,508.9,3,1
-17.57,0.0,0.0,76.5,1.7,201.9,3,0.203,2,0,1,580.1,0,0
3.35,0.0,0.0,72.3,93.1,224.7,3,0.289,1,0,2,452.7,2,1
6.45,0.0,0.0,49.0,2.0,37.6,3,0.18,3,0,1,67.1,1,1
6.19,0.0,0.0,68.2,47.4,65.5,3,0.224,2,0,2,441.3,2,1
5.04,0.0,0.0,65.1,55.3,103.2,2,0.677,2,1,1,359.9,4,1
-19.47,0.0,0.0,52.2,3.7,81.7,3,0.334,2,0,1,106.9,0,1
5.32,0.0,0.0,70.4,129.1,106.9,2,0.414,1,2,1,198.7,4,0
4.83,0.0,0.0,67.2,2.2,24.2,3,0.132,3,0,3,142.9,2,1
-0.83,1.1,34.4,63.9,29.1,29.9,2,0.303,2,1,1,558.7,3,1
1.32,0.41,9.9,64.0,57.1,203.6,3,0.141,3,1,1,487.4,2,1
6.41,0.0,0.0,63.6,95.6,38.1,3,0.601,1,0,3,435.5,1,1
-4.0,3.0,20.1,59.5,39.2,200.4,2,0.517,3,0,2,469.8,3,1
3.01,0.0,0.0,67.1,126.9,84.0,2,0.145,3,2,1,380.7,3,0
-18.7,0.0,0.0,55.3,54.3,84.6,3,0.273,3,1,1,520.4,0,1
5.77,1.77,18.2,98.0,47.7,37.7,2,0.292,3,0,1,175.7,3,1
1.27,0.0,0.0,43.9,128.2,18.0,2,0.136,2,1,3,187.8,3,1
6.65,0.0,0.0,56.2,20.1,94.9,3,0.297,2,0,1,375.5,1,0
4.01,0.0,0.0,57.4,49.1,203.0,2,0.574,1,0,2,495.6,4,1
2.78,0.0,0.0,95.6,4.9,222.0,2,0.316,2,0,1,509.7,3,1
6.84,0.0,0.0,45.2,5.0,28.9,3,0.498,2,2,3,586.9,1,1
-18.66,0.0,0.0,71.4,25.0,22.0,3,0.371,1,0,1,469.3,0,0
4.99,0.99,10.2,68.7,11.9,50.7,2,0.336,2,1,1,178.0,3,0
2.52,0.0,0.0,70.0,38.4,187.4,3,0.091,1,0,2,176.9,1,0
3.24,0.0,0.0,83.5,10.1,61.1,2,0.15,2,0,3,295.1,3,1
7.31,0.0,0.0,83.2,27.1,66.9,3,0.258,2,0,2,407.6,2,1
6.65,0.0,0.0,58.2,144.8,215.0,3,0.229,3,0,1,332.1,2,1
-12.71,2.29,34.1,67.9,29.4,211.9,3,0.665,1,2,1,87.1,0,1
0.59,0.25,31.6,37.0,54.5,165.8,2,0.414,1,2,2,315.0,3,1
-20.95,0.57,9.2,66.5,5.1,51.9,3,0.17,2,0,1,499.4,0,1
2.51,0.0,0.0,53.1,14.8,100.8,3,0.549,2,0,1,182.2,2,1
6.65,0.0,0.0,62.2,15.6,68.1,2,0.468,1,0,1,399.3,4,1
6.24,0.0,0.0,39.7,88.7,166.2,2,0.091,2,2,1,198.3,4,1
5.26,0.0,0.0,71.1,122.3,190.5,2,0.31,3,1,1,355.6,4,1
2.19,0.0,0.0,39.6,53.3,47.0,2,0.631,2,2,1,435.5,4,1
6.92,0.0,0.0,67.2,158.8,217.0,3,0.129,1,0,3,164.0,2,1
1.94,0.04,0.0,46.6,112.0,119.1,3,0.29,1,1,1,456.8,1,1
7.9,0.0,0.0,52.3,112.3,193.9,2,0.634,2,1,1,422.1,4,1
12.14,2.14,26.2,82.3,178.1,26.6,2,0.417,2,1,1,222.0,4,1
5.92,0.0,0.0,73.8,7.6,96.1,2,0.238,3,0,1,542.2,4,0
3.96,0.0,0.0,82.2,13.1,18.3,2,0.203,1,0,2,479.3,3,0
-18.73,0.0,0.0,88.4,31.2,176.7,3,0.657,2,0,2,336.6,0,1
0.47,0.92,7.3,53.4,56.4,32.9,3,0.079,3,4,1,95.5,2,1
3.49,0.0,0.0,87.5,162.4,91.1,3,0.512,1,0,3,292.3,2,1
2.27,0.0,0.0,43.0,50.8,190.9,2,0.301,3,1,1,231.4,4,1
1.38,0.37,5.4,76.2,1.1,183.5,3,0.432,2,4,2,194.3,1,1
9.31,1.31,22.1,57.6,178.1,159.1,3,0.384,2,1,2,404.0,1,1
-16.82,0.0,0.0,51.0,13.5,171.2,3,0.272,2,0,2,557.0,0,1
5.95,0.0,0.0,74.2,160.8,161.5,2,0.274,3,0,1,130.6,4,0
1.73,0.0,0.0,79.2,3.7,159.3,2,0.546,3,2,1,457.9,3,0
-17.93,0.0,0.0,78.7,43.6,93.7,3,0.588,1,3,1,391.9,0,1
7.41,0.0,0.0,68.2,15.4,21.3,3,0.094,2,5,1,416.9,2,1
4.92,0.0,0.0,67.0,10.1,114.4,3,0.516,1,0,1,514.9,2,0
6.33,0.0,0.0,72.9,3.3,25.2,3,0.347,1,3,1,256.5,2,1
4.51,0.0,0.0,69.6,7.7,120.5,2,0.417,2,0,1,368.8,4,1
-18.36,0.0,0.0,73.1,25.7,119.4,3,0.353,2,1,1,202.3,0,1
1.48,0.31,6.4,68.1,29.8,55.2,3,0.258,1,0,1,206.3,1,1
-22.44,1.47,7.8,77.6,100.4,191.5,3,0.277,1,0,2,332.3,0,1
4.35,0.0,0.0,40.6,7.8,173.4,3,0.059,1,1,1,54.0,1,1
5.14,0.0,0.0,63.0,33.5,140.9,2,0.559,1,0,1,186.5,4,0
1.78,0.0,0.0,44.2,7.9,223.3,2,0.187,1,4,2,133.4,4,1
-17.59,0.0,0.0,69.2,157.8,79.6,3,0.453,1,0,1,115.9,0,0
2.63,0.0,0.0,89.6,80.8,74.0,2,0.228,3,3,1,261.5,3,1
-0.39,1.43,8.6,57.9,144.2,56.3,3,0.08,1,0,2,107.4,1,1
-19.79,0.0,0.0,66.9,115.2,137.5,3,0.536,3,0,1,134.9,0,1
6.02,0.0,0.0,76.3,15.7,61.2,3,0.442,1,0,1,417.8,1,0
-16.53,0.0,0.0,34.0,55.9,210.5,3,0.218,2,2,2,408.2,0,1
2.12,0.0,0.0,57.2,57.8,83.5,3,0.339,1,2,2,569.8,2,1
5.4,0.0,0.0,70.5,134.4,125.5,2,0.672,1,0,1,556.2,4,1
7.56,0.0,0.0,30.0,35.6,134.1,3,0.114,2,0,1,530.7,2,0
4.44,0.44,5.3,50.3,33.6,84.2,2,0.426,1,0,2,430.0,3,0
4.76,0.0,0.0,81.5,156.8,181.1,3,0.131,1,1,1,196.6,2,1
-18.67,0.0,0.0,80.0,69.6,170.7,3,0.05,2,1,1,148.0,0,1
-19.07,0.0,0.0,70.6,166.6,186.2,3,0.183,3,2,1,572.2,0,1
6.17,0.0,0.0,78.2,6.9,151.3,3,0.162,1,0,1,577.8,1,1
5.49,0.0,0.0,68.2,3.0,118.5,3,0.547,1,0,1,327.4,1,0
6.57,0.0,0.0,73.3,46.2,116.0,2,0.221,1,0,2,351.6,4,1
5.33,0.0,0.0,60.3,42.9,176.2,2,0.233,2,3,1,53.0,4,1
7.05,0.0,0.0,66.7,52.5,99.8,2,0.297,3,1,3,131.7,4,0
2.74,0.0,0.0,55.5,2.5,113.4,2,0.442,1,0,2,350.3,3,0
6.96,0.0,0.0,84.0,158.1,51.8,3,0.498,1,2,2,150.0,2,1
4.68,0.68,9.9,87.8,2.1,167.9,2,0.107,2,1,2,313.3,3,0
2.99,0.0,0.0,85.7,56.1,32.3,3,0.468,3,0,1,487.2,2,1
-2.02,1.81,5.9,58.9,179.1,237.9,2,0.483,1,0,1,490.4,3,1
6.36,2.36,45.5,50.7,54.7,47.3,2,0.501,3,2,1,523.9,3,1
3.14,0.0,0.0,84.2,59.8,101.2,2,0.438,2,1,1,179.6,3,0
-1.79,1.67,16.1,73.2,11.0,68.5,2,0.084,1,0,1,287.5,3,1
-19.28,0.0,0.0,69.9,6.7,80.4,3,0.374,3,0,2,394.8,0,1
4.43,0.43,10.6,55.5,77.9,87.6,2,0.453,2,0,2,369.6,3,1
4.3,0.0,0.0,71.4,22.8,176.6,3,0.381,1,1,1,599.5,1,1
1.22,0.0,0.0,48.7,8.0,54.8,2,0.063,1,0,1,202.0,3,1
8.5,0.5,24.0,74.5,66.1,74.4,3,0.171,1,0,1,89.2,2,1
2.38,0.0,0.0,85.7,35.3,37.8,2,0.212,1,0,2,263.3,4,0
3.0,0.0,0.0,89.5,156.9,89.6,3,0.668,2,5,3,334.9,1,1
5.53,0.0,0.0,75.6,48.5,226.8,2,0.494,2,0,1,263.0,4,0
5.98,0.0,0.0,44.3,116.5,100.5,2,0.469,3,0,1,225.7,4,1
6.24,0.0,0.0,68.0,9.4,189.9,3,0.31,2,0,2,191.5,1,1
7.28,0.0,0.0,97.1,3.0,118.9,3,0.515,1,1,1,285.1,2,0
5.5,0.0,0.0,52.0,115.6,116.2,3,0.473,1,3,2,429.1,2,1
3.72,0.0,0.0,64.1,121.5,200.4,2,0.409,3,5,1,131.9,3,1
1.85,0.0,0.0,86.2,30.3,21.0,2,0.651,1,0,1,526.0,3,0
5.16,0.0,0.0,74.3,5.1,209.6,2,0.539,1,0,1,402.6,4,0
5.27,0.0,0.0,98.0,54.8,124.2,3,0.553,2,0,2,109.1,1,1
5.54,0.0,0.0,54.0,94.2,94.0,3,0.314,3,2,1,62.9,2,1
6.93,0.0,0.0,50.2,92.4,219.0,3,0.72,1,1,2,78.2,2,1
6.39,0.0,0.0,83.4,54.4,91.5,2,0.793,2,0,2,99.7,4,1
5.11,0.0,0.0,47.1,9.8,235.0,3,0.204,1,1,2,403.9,1,1
2.98,0.0,0.0,62.0,54.8,225.7,3,0.056,3,0,3,567.5,2,0
-17.33,0.0,0.0,64.0,79.1,75.3,3,0.601,2,1,2,123.3,0,1
4.93,0.0,0.0,80.5,31.4,91.6,2,0.41,2,0,2,206.4,4,1
5.48,0.0,0.0,74.2,19.3,197.7,3,0.14,1,0,1,526.2,1,1
10.52,2.52,24.4,71.9,108.7,59.0,3,0.118,2,0,2,328.1,1,1
3.69,0.0,0.0,59.0,2.3,179.7,3,0.322,1,0,3,284.9,2,1
6.06,0.0,0.0,83.2,44.6,44.1,3,0.196,2,0,1,310.3,2,1
7.67,0.0,0.0,98.0,43.2,61.3,2,0.323,3,1,1,105.6,4,0
5.25,0.0,0.0,75.4,27.5,127.6,3,0.503,1,1,1,170.8,2,1
10.84,2.84,10.8,66.5,165.0,182.8,3,0.066,2,1,2,579.1,2,1
-18.45,0.0,0.0,45.5,36.2,181.4,3,0.05,1,0,3,403.9,0,1
-16.69,0.0,0.0,55.4,27.0,152.0,3,0.276,2,3,1,207.5,0,1
3.0,0.0,0.0,61.8,12.5,76.2,3,0.25,2,3,3,570.8,1,1
4.12,0.0,0.0,57.0,175.2,108.5,2,0.445,2,1,1,268.6,4,0
5.62,0.0,0.0,64.8,5.3,70.4,2,0.121,2,1,1,127.5,4,0
4.62,0.62,10.5,91.7,13.7,77.3,2,0.41,3,2,2,580.9,3,1
3.3,0.0,0.0,83.7,23.0,87.7,2,0.398,3,1,3,416.3,3,1
8.15,0.15,30.9,62.6,51.4,149.7,3,0.538,3,0,1,464.0,1,1
-17.74,0.0,0.0,46.9,175.7,61.7,3,0.54,1,1,3,62.4,0,1
-18.33,0.0,0.0,85.1,69.9,24.6,3,0.217,3,0,2,205.7,0,1
11.76,3.76,36.3,64.3,179.7,170.8,3,0.366,1,2,2,570.0,1,1
5.99,0.0,0.0,39.1,42.7,19.9,3,0.209,1,1,2,135.5,1,1
-19.3,0.0,0.0,75.7,47.4,233.4,3,0.292,2,4,1,530.4,0,1
3.26,0.0,0.0,80.4,109.6,93.8,3,0.211,1,0,1,473.8,1,1
-19.86,0.0,0.0,30.0,38.8,16.5,3,0.457,3,1,1,258.2,0,1
4.84,0.84,18.0,52.6,156.5,214.0,2,0.8,1,1,1,537.7,3,1
4.09,0.0,0.0,63.3,46.0,150.0,2,0.069,2,2,1,557.5,4,1
2.82,0.0,0.0,76.0,1.6,198.9,2,0.486,1,2,1,526.8,3,0
4.84,0.0,0.0,57.3,30.1,112.9,3,0.367,1,0,1,274.1,2,1
6.83,0.0,0.0,52.5,6.0,94.7,3,0.434,3,5,1,372.9,2,1
2.88,0.0,0.0,75.9,2.7,162.4,3,0.159,2,5,1,218.4,1,1
-20.19,0.11,2.3,58.0,8.8,106.4,3,0.062,1,4,1,121.5,0,1
5.56,0.0,0.0,73.1,2.2,140.1,3,0.204,2,1,1,546.2,2,0
6.5,0.0,0.0,48.3,58.5,77.5,3,0.19,3,2,1,589.6,2,0
-16.67,0.0,0.0,44.7,71.5,89.8,3,0.573,2,0,1,82.2,0,1
2.98,0.0,0.0,76.3,25.5,33.5,3,0.407,1,0,2,428.3,2,1
6.69,0.0,0.0,68.8,132.8,190.8,3,0.294,3,0,2,572.1,1,1
-19.36,0.0,0.0,78.8,18.5,93.5,3,0.306,1,1,1,384.4,0,0
1.2,0.0,0.0,57.0,4.5,234.4,2,0.639,1,4,3,75.9,3,1
2.64,0.0,0.0,53.1,1.3,73.4,3,0.319,1,1,2,58.2,2,1
5.75,1.75,19.8,85.4,99.6,121.9,2,0.466,1,0,1,327.3,3,1
4.08,0.08,0.0,42.2,34.3,83.7,2,0.671,3,2,1,567.0,3,1
6.51,0.0,0.0,83.8,167.0,171.1,2,0.467,3,1,1,203.4,4,0
8.12,0.0,0.0,84.8,30.4,196.9,2,0.316,2,0,1,242.7,4,0
9.53,5.53,19.0,77.9,72.1,124.6,2,0.075,2,1,2,487.8,3,1
0.73,0.0,0.0,54.7,124.2,97.6,2,0.147,3,1,1,490.9,4,1
3.15,0.0,0.0,52.8,141.0,182.6,3,0.15,2,1,3,569.0,2,1
3.46,0.0,0.0,61.8,1.5,58.1,2,0.471,2,2,1,511.3,4,1
0.37,0.38,4.7,45.6,61.1,149.9,2,0.583,3,0,3,376.7,3,1
-0.19,0.72,11.7,50.6,30.4,180.1,2,0.286,1,0,1,566.3,3,1
4.25,0.0,0.0,74.7,64.8,75.6,2,0.139,1,1,1,387.9,4,1
1.96,0.02,0.0,74.7,15.5,162.5,3,0.369,3,3,1,380.9,2,1
3.34,0.0,0.0,49.3,54.9,180.4,2,0.379,2,0,1,58.5,3,1
5.13,0.0,0.0,75.1,59.0,41.4,3,0.218,1,2,1,300.5,1,1
6.2,0.0,0.0,71.8,104.4,87.9,2,0.624,1,1,2,73.6,4,1
3.77,0.0,0.0,87.6,13.1,106.4,2,0.621,2,0,1,544.3,3,1
4.01,0.01,0.0,73.5,48.8,189.6,2,0.274,2,0,1,55.8,3,1
4.07,0.0,0.0,80.9,40.8,142.7,3,0.364,3,0,1,218.9,2,1
10.3,0.3,6.3,72.2,167.1,116.2,2,0.249,3,0,1,597.3,4,1
-16.91,0.0,0.0,79.7,57.0,86.7,3,0.273,2,0,1,487.3,0,0
-22.16,1.29,37.6,45.7,49.9,15.9,3,0.322,2,1,1,466.7,0,1
2.49,0.0,0.0,63.2,21.5,19.5,3,0.142,2,1,2,442.1,2,1
-1.85,1.71,14.1,64.4,58.4,69.1,2,0.297,1,1,1,78.2,3,1
5.04,0.0,0.0,61.3,20.7,41.3,2,0.481,2,0,3,208.5,4,1
4.7,0.0,0.0,71.7,170.7,41.9,3,0.114,2,0,1,489.1,2,1
1.33,0.0,0.0,74.5,84.0,150.6,2,0.112,3,3,1,542.6,3,0
10.03,2.03,31.1,70.9,21.8,151.2,3,0.446,3,3,1,242.5,2,1
6.37,0.0,0.0,62.3,2.6,25.1,2,0.069,1,2,1,192.7,4,0
4.32,0.32,18.4,54.0,40.7,148.6,2,0.418,3,0,1,179.7,3,1
2.67,0.0,0.0,81.5,14.8,47.8,3,0.292,2,3,1,351.4,2,0
2.5,0.0,0.0,70.2,13.5,99.9,2,0.306,1,2,1,210.3,4,1
-17.41,0.0,0.0,49.7,110.3,237.7,3,0.322,1,0,2,61.7,0,1
5.43,0.0,0.0,62.1,56.3,132.5,2,0.05,3,0,3,264.9,4,1
-22.14,1.28,15.5,38.9,57.0,22.7,3,0.307,1,0,1,354.6,0,1
4.55,0.0,0.0,65.5,93.3,93.2,3,0.155,2,1,1,398.8,1,1
5.04,0.0,0.0,62.0,13.5,166.0,2,0.403,2,1,1,238.6,4,1
1.96,0.0,0.0,56.4,2.9,65.5,2,0.332,2,0,1,222.6,3,0
2.97,0.0,0.0,88.8,2.3,232.0,2,0.241,2,0,1,206.1,4,1
1.15,0.0,0.0,47.7,0.2,110.7,2,0.224,2,0,1,392.8,3,0
2.06,0.0,0.0,75.6,137.5,19.7,2,0.442,3,1,2,206.0,3,1
5.23,0.0,0.0,97.8,158.0,136.6,3,0.708,2,1,1,554.3,1,0
-15.99,0.0,0.0,81.2,27.8,167.1,3,0.476,1,0,3,204.9,0,1
-14.8,0.2,3.6,64.5,13.0,117.6,3,0.416,2,1,2,485.0,0,1
4.26,0.0,0.0,48.0,55.7,223.8,3,0.072,2,5,1,225.9,1,1
-18.64,0.0,0.0,44.6,3.8,217.9,3,0.293,2,0,1,399.1,0,1
6.09,0.0,0.0,58.8,39.9,46.3,3,0.472,2,1,1,434.5,2,1
4.03,0.03,0.0,54.7,34.0,33.0,2,0.145,1,0,1,145.9,3,1
3.91,0.0,0.0,54.2,11.6,85.3,2,0.223,2,0,1,259.0,4,0
6.98,0.0,0.0,60.1,70.3,151.8,3,0.58,3,3,1,120.2,2,1
7.45,0.0,0.0,63.5,115.2,150.4,2,0.269,2,4,1,330.9,4,1
8.23,0.0,0.0,72.3,43.9,76.1,2,0.653,2,0,1,550.2,4,0
9.45,0.0,0.0,46.4,39.1,229.0,2,0.769,2,0,1,377.9,4,1
2.83,0.0,0.0,54.8,33.3,84.1,3,0.544,2,0,2,435.9,2,1
5.03,0.0,0.0,62.6,11.3,195.9,3,0.112,1,1,3,205.7,1,1
5.03,0.0,0.0,62.1,11.3,202.2,2,0.644,2,0,2,307.5,4,1
4.75,0.0,0.0,92.5,45.6,37.1,3,0.096,2,0,1,457.4,1,1
